id,How confident are you that you understand what protections a TEE offers? (initial),ResponseId,How confident are you that you understand the scenario? (medical),What is the goal of the medical study? (attempt 1),What is the goal of the medical study? (attempt 2),How likely would you be willing to participate in the medical study?,How likely would you be willing to participate in the medical study? (free-response),"How safe do you think data would be when it is protected by a TEE? (medical, initial)","What questions do you still have about TEEs, if any? (medical)",How much would knowing the answers to these questions change your willingness to participate in the medical study?,"TEE concept (medical, 1)","TEE concept (medical, 2)","TEE concept (medical, 3)","TEE concept (medical, 4)","TEE concept (medical, 5)","TEE concept (medical, 6)","TEE concept (medical, 7)","TEE concept (medical, 8)","TEE concept (medical, 9)","TEE concept (medical, 10)",How confident are you about your answers to the questions on this page? (medical),"How confident are you that you understand what protections a TEE offers? (medical, post-concepts)","How safe do you think data would be when it is protected by a TEE? (medical, post-TEE concepts)",How confident are you that you understand the scenario? (IoT),What kind of device are you shopping for? (attempt 1),What kind of device are you shopping for? (attempt 2),How likely would you be to purchase the voice assistant/light bulb?,How likely would you be to purchase the voice assistant/light bulb? (free-response),"How safe do you think data would be when it is protected by a TEE? (IoT, initial)","What questions do you still have about TEEs, if any? (IoT)",How much would knowing the answers to these questions change your willingness to purchase the voice assistant/light bulb?,"TEE concept (IoT, 1)","TEE concept (IoT, 2)","TEE concept (IoT, 3)","TEE concept (IoT, 4)","TEE concept (IoT, 5)","TEE concept (IoT, 6)","TEE concept (IoT, 7)","TEE concept (IoT, 8)","TEE concept (IoT, 9)","TEE concept (IoT, 10)",How confident are you about your answers to the questions on this page? (IoT),"How confident are you that you understand what protections a TEE offers? (IoT, post-concepts)","How safe do you think data would be when it is protected by a TEE? (IoT, post-TEE concepts)","Before this survey, were you familiar with the concept of TEEs?","Before this survey, were you familiar with the concept of TEEs? (free resposne)",Are you employed in a computing field?,Are you employed in a computing field? (free response),Do you have formal education in a computing field?,Do you have formal education in a computing field? (free response),Do you have prior experience with medical research?,Do you have prior experience with medical research? (free response),Do you work in a medical field?,Do you work in a medical field? (free response),Do you own any smart devices?,Do you own any smart devices? (free response),Do you have experience with home automation?,Do you have experience with home automation? (free response),Age,Gender,Gender (free response),Race,Race (free response),Education,Feedback,SCENARIO_Med,SCENARIO_IoT,Med_First,EXPLN_S1,EXPLN_S2,EXPLN_S3,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
224,Somewhat confident,R_39npzNz9VbFP70C,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,None,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Completely confident,Completely confident,Completely safe,Somewhat confident,Smart light bulb,,Maybe would,,Completely safe,None,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Completely safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,35-44 years old,Female,,White or Caucasian,,Associates or technical degree,,Medical-Simple,IoT-Simple,0,Hardware,Untechnical,No Prevents,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0
225,Completely confident,R_5TUmwpWw77lXItO,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Maybe would,,Completely safe,I would like to know to what level does TEE protect your data,Probably would change,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Male,,White or Caucasian,,High school diploma or GED,,Medical-Simple,IoT-Complex,0,Unsubstantial,Technical,Prevents,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0
226,Somewhat confident,R_5kmWAfJnQIGLoNr,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,none,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,Does it work like a sandbox environment?,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Yes,,Yes,,No,,No,,No,,No,,"No, I don’t own smart devices",,45-54 years old,Female,,White or Caucasian,,High school diploma or GED,none,Medical-Simple,IoT-Complex,0,Hardware,Technical,Prevents,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
227,Somewhat confident,R_5FLwwyF3XUuDGox,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,"While this sounds very secure (or at least more secure than other things), what are its vulnerability? Is there any way for anyone outside to access my data or for someone within to move it?",Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Maybe would,,Completely safe,Is it completely safe from hacking?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,35-44 years old,Female,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Simple,0,Unsubstantial,Technical,Prevents,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
228,Somewhat confident,R_3eJewc2jWA7EK69,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,Who are those authorized to view the data?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Complex,IoT-Simple,1,Hardware,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0
229,Completely confident,R_1IQIeqlM4dg9IA1,Completely confident,Determine where to build a new hospital,,Definitely would,,Completely safe,None,I have no questions,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Completely safe,Completely confident,Smart light bulb,,Maybe would,,Completely safe,Same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Completely safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,35-44 years old,Female,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Simple,IoT-Simple,1,Unsubstantial,Technical,Prevents,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
230,Completely confident,R_7eEG0rmAHGZb0Si,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Definitely would,,Somewhat safe,how is the data secured?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,Yes,,No,,"No, I don’t own smart devices",,35-44 years old,Male,,Asian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",no,Medical-Complex,IoT-Simple,0,Trust,Untechnical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
231,Somewhat confident,R_7IQ31CAJ3Gg5Ca9,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,None,Probably would change,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Maybe would,,Somewhat safe,Same,Probably would change,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat confident,Completely confident,Somewhat safe,No,,No,,No,,No,,"No, but I have been in the past",,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,18-24 years old,Female,,White or Caucasian,,Associates or technical degree,,Medical-Complex,IoT-Complex,1,Hardware,Untechnical,No Prevents,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
232,Not at all confident,R_6RlIZHvChCY8eYB,Somewhat confident,Determine where to build a new hospital,,Would not,,Somewhat safe,"I need to know the full protections, how data leaks would be detected, and damages I would be if there's any leak",Definitely would change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Would not,,Not at all safe,same,Probably would not change,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Not at all confident,Somewhat confident,Not at all safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I don’t own smart devices",,25-34 years old,Female,,Asian,,Bachelor’s degree,,Medical-Simple,IoT-Complex,1,Unsubstantial,Untechnical,No Prevents,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1
233,Completely confident,R_5Ev2bIo2j9oGSYo,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Would not,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,Yes,,No,,No,,No,,No,,"No, I don’t own smart devices",,35-44 years old,Female,,White or Caucasian,,Bachelor’s degree,,Medical-Complex,IoT-Complex,0,Trust,Untechnical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,Completely confident,R_3DZBCsHXJrWQgoh,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,How well protected and secure is this system from hackers?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Definitely would,,Somewhat safe,How will my data be used to train other AIs? Is that training system also secure and saved in a separate part of the computer?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Female,,Black or African American,,Bachelor’s degree,,Medical-Complex,IoT-Complex,1,Hardware,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,Completely confident,R_5z7grkYQoF33tW9,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Not at all safe,"No questions, I just don't believe there has been a completely secure mechanism for securing data that can't be breached.",Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Completely confident,Somewhat safe,Completely confident,Smart light bulb,,Would not,,Somewhat safe,same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Completely confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,45-54 years old,Female,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Complex,IoT-Simple,1,Hardware,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,Somewhat confident,R_6MGTD189zL5JnFh,Completely confident,Develop an AI tool for diagnosing patients,,Definitely would,,Completely safe,How does it do it?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Somewhat confident,Completely confident,Completely safe,Completely confident,Smart voice assistant,,Would not,,Completely safe,Same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Completely confident,Completely confident,Completely safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,45-54 years old,Male,,White or Caucasian,,"Some college, but no degree",None,Medical-Complex,IoT-Complex,1,Trust,Technical,Prevents,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
237,Completely confident,R_5NF1HehRlSttP3A,Completely confident,Determine where to build a new hospital,,Maybe would,,Completely safe,I would be curious to learn how TEEs work on a more technical level. Exactly how are they isolated from the rest of a computer? How is the data accessed by the authorized people?,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Completely safe,Completely confident,Smart voice assistant,,Would not,,Completely safe,same,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Completely confident,Completely safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,White or Caucasian,,Some high school or less,,Medical-Simple,IoT-Complex,1,Unsubstantial,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,Somewhat confident,R_6CWeQAEJAAx6uRi,Somewhat confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Not at all safe,Somewhat confident,Smart voice assistant,,Would not,,Not at all safe,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"No, but I have in the past",,"No, I don’t own smart devices",,25-34 years old,Prefer not to say,,Prefer not to say,,Prefer not to say,,Medical-Complex,IoT-Complex,1,Unsubstantial,Untechnical,Prevents,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1
239,Somewhat confident,R_5p9DujQmRP3Oe3N,Completely confident,Determine where to build a new hospital,,Maybe would,,Completely safe,What guarantees are there? It sounds good but there is a bit of a concern.,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Would not,,Somewhat safe,Same,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,55-64 years old,Male,,White or Caucasian,,Bachelor’s degree,No,Medical-Simple,IoT-Simple,1,Trust,Technical,Prevents,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0
240,Somewhat confident,R_3wmGySo0FCbmm1h,Somewhat confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,What incentive is there for the patient to provide personal data?,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Not at all safe,Somewhat confident,Smart light bulb,,Would not,,Not at all safe,None,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Somewhat confident,Not at all safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,45-54 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",None,Medical-Complex,IoT-Simple,1,Hardware,Technical,Prevents,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
241,Completely confident,R_1D7pcdNbURwTRm0,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,same,I have no questions,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Somewhat safe,Completely confident,Smart voice assistant,,Would not,,Somewhat safe,If TEE is another term for sandboxing.,Probably would not change,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Somewhat confident,Completely confident,Somewhat safe,No,I am if it's the same as sandboxing,Yes,,Yes,,Yes; as a researcher,I work in IT for a hospital but don't directly do medical research.,Yes,Not as a medical provider like the examples,"Yes, and I use the smart features",,"Yes, I currently use home automation",,35-44 years old,Male,,White or Caucasian,,Associates or technical degree,,Medical-Simple,IoT-Complex,0,Trust,Untechnical,Prevents,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0
242,Completely confident,R_1W8pjJAMeJGeYiB,Completely confident,Develop an AI tool for diagnosing patients,,Maybe would,,Completely safe,None.,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Completely confident,Completely confident,Completely safe,Completely confident,Smart light bulb,,Definitely would,,Completely safe,same,I have no questions,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Completely confident,Completely safe,No,,Yes,,Yes,,No,,No,,"Yes, but I don’t use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Male,,White or Caucasian,,Bachelor’s degree,cool. now i will look this up.,Medical-Complex,IoT-Simple,1,Trust,Technical,Prevents,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0
243,Somewhat confident,R_3zI4RirL5NYV33z,Somewhat confident,Determine where to build a new hospital,,Would not,,Not at all safe,"I don't trust my information will be secure, especially with the words trusted environment.",I have no questions,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Not at all safe,Somewhat confident,Smart light bulb,,Would not,,Not at all safe,I just don't trust my information to be safe.,Definitely would not change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Completely confident,Somewhat confident,Not at all safe,No,,No,,No,,No,,No,,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,55-64 years old,Female,,Black or African American,,"Some college, but no degree",,Medical-Simple,IoT-Simple,1,Hardware,Untechnical,No Prevents,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1
244,Somewhat confident,R_7In53kUmQfUZxlL,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Definitely would,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I currently use home automation",,25-34 years old,Female,,White or Caucasian,,Bachelor’s degree,"Thank you so much! I enjoyed participating, I learned something new about TEE protections :) I would trust my data to be stored on a TEE but medical data I'm uncomfortable sharing, having TEE makes me feel better, but generally I still wouldn't be willing to share this kind of data because of how sensitive it is. Thanks again!",Medical-Complex,IoT-Simple,0,Unsubstantial,Technical,Prevents,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
245,Somewhat confident,R_63BcWe4m0WrHlcJ,Somewhat confident,Develop an AI tool for diagnosing patients,,Maybe would,,Somewhat safe,None,I have no questions,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Somewhat safe,same,I have no questions,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Male,,White or Caucasian,,High school diploma or GED,,Medical-Complex,IoT-Complex,1,Hardware,Untechnical,No Prevents,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
246,Somewhat confident,R_7RravanmOHr5xWF,Somewhat confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,"Since people (authorized users) can access the TEE, I'd be concerned about hacking techniques that take advantage of human errors. Also could I take out my identifying info beforehand?",Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Completely confident,Somewhat confident,Somewhat safe,Completely confident,Smart voice assistant,,Would not,,Not at all safe,Why should I trust the TEE to keep my data safe when the goal is profit?,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Completely confident,Completely confident,Not at all safe,No,,No,,No,,Yes; as a participant,,No,,No,,"No, I don’t own smart devices",,25-34 years old,Female,,Asian,,Bachelor’s degree,,Medical-Complex,IoT-Complex,1,Trust,Untechnical,Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
247,Somewhat confident,R_3NfskA8Ovklri4C,Completely confident,Determine where to build a new hospital,,Maybe would,,Completely safe,How susceptible are TEEs to hackers? I took 'completely safe' above as 'extremely safe' since absolutes are rarely applicabl.e.,Probably would not change,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Completely safe,Somewhat confident,Smart light bulb,,Would not,,Completely safe,How much is it going to affect the cost of a device?,Probably would not change,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Completely safe,No,,Yes,,No,,No,,No,,"Yes, and I use the smart features",,"No, I do not use home automation, but I do own smart devices",,55-64 years old,Male,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",,Medical-Simple,IoT-Simple,0,Hardware,Untechnical,No Prevents,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
248,Somewhat confident,R_6Nf5Tz4f3PNCUVA,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Somewhat safe,"I don't know that it's a question, just not assured that even though it's in a ""protected"" area of the computer, that it's truly protected.",,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Completely confident,Smart light bulb,,Would not,,Somewhat safe,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,No,,"No, I don’t own smart devices",,55-64 years old,Male,,White or Caucasian,,"Some college, but no degree",,Medical-Complex,IoT-Simple,0,Hardware,Technical,No Prevents,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249,Completely confident,R_1izfMAswCCDZEnN,Completely confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,None,Probably would not change,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart voice assistant,,Would not,,Somewhat safe,Same,Probably would not change,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,No,,No,,No,,No,,No,,"No, but I have in the past",,"No, I do not use home automation, but I do own smart devices",,25-34 years old,Female,,White or Caucasian,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",No,Medical-Simple,IoT-Complex,1,Trust,Technical,No Prevents,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
250,Completely confident,R_72RVfy94iFgyB69,Completely confident,Develop an AI tool for diagnosing patients,,Definitely would,,Completely safe,same,Probably would change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Completely confident,Completely confident,Completely safe,Completely confident,Smart voice assistant,,Maybe would,,Completely safe,"Who are those few people who would have access to my information.
And how long will my data be kept.",Probably would change,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Completely confident,Somewhat confident,Completely safe,Yes,,"No, but I have been in the past",,No,,Yes; as a participant,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,55-64 years old,Female,,White or Caucasian,,Bachelor’s degree,"It seems like a good idea but not the safest to protect our information from being stolen or used against us, unless the are laws that protects us in situations like this.",Medical-Complex,IoT-Complex,0,Unsubstantial,Untechnical,Prevents,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
251,Completely confident,R_19n6U8YqJ8pPRPA,Completely confident,Develop an AI tool for diagnosing patients,,Would not,,Not at all safe,no questions,Definitely would not change,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Completely confident,Completely confident,Not at all safe,Completely confident,Smart light bulb,,Would not,,Not at all safe,same,Definitely would not change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Completely confident,Completely confident,Not at all safe,No,,No,,No,,No,,"No, but I have been in the past",,"Yes, but I don’t use the smart features",,"No, I do not use home automation, but I do own smart devices",,35-44 years old,Male,,White or Caucasian,,High school diploma or GED,no,Medical-Complex,IoT-Simple,1,Hardware,Technical,Prevents,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0
252,Not at all confident,R_6wzCEZYUR64lE7E,Somewhat confident,Determine where to build a new hospital,,Maybe would,,Somewhat safe,Same,Probably would change,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Somewhat confident,Somewhat confident,Somewhat safe,Somewhat confident,Smart light bulb,,Maybe would,,Somewhat safe,I am not sure what level of cryptography or security measures are in place to actually protect me.,Probably would change,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat confident,Not at all confident,Somewhat safe,No,,Yes,,No,,No,,No,,"Yes, and I use the smart features",,"Yes, I have used home automation, but not currently",,25-34 years old,Male,,White or Caucasian,,Bachelor’s degree,,Medical-Simple,IoT-Simple,0,Unsubstantial,Technical,Prevents,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
